series_title,genres,author,sales_point,description,publisher,pub_date,cover_url,link,original_title,mood_kor,mood_eng
부르다가 내가 죽을 여자뮤지션,"로맨스, 드라마/성장",들개이빨 (지은이),2503,"2024 오늘의 우리만화 수상작. 『먹존는재』 이후로 그렇다 할 히트작이 없는 만화가 들빨개빨(본명 유유령), 신작 아이디어를 찾는 데 골몰하다 연애물에 도전하기로 한다. 그러던 어느 날, 남자친구인 리자드의 소개로 가사 전체가 고등학교 수학문제 풀이과정으로 이루어진 ★의 노래를 듣고 벼락같은 충격을 마주한다.",아키노프,2026-04-06,https://image.aladin.co.kr/product/37628/14/coversum/k442032046_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=376281420,총 6권 포함 (대표작: 부르다가 내가 죽을 여자뮤지션 2),역동적인 액션,dynamic and colorful action
아메리카노 엑소더스,판타지,박지은 (지은이),2462,"혼신의 격돌 끝에 최고사제와 결판을 낸 마법사들은 간신히 평화를 쟁취한다. 하지만 기뻐하기도 잠시, 그 대가는 너무나 컸는데…",소란북스,2025-02-24,https://image.aladin.co.kr/product/35842/92/coversum/k212037960_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=358429283,총 1권 포함 (대표작: 아메리카노 엑소더스 14),역동적인 액션,dynamic and colorful action
통제구역관리부,"스릴러/범죄, 공포/호러",탄광 (지은이),2426,"각종 커뮤니티를 통해 요즘 세대를 열광시킨 ‘백룸’, ‘SCP 재단’, ‘나폴리탄 괴담' 등 현대 미스터리 장르의 핵심 키워드들을 다루고 있다. 미지의 공간과 존재, 이해할 수 없는 규칙을 따라야만 하는 긴장감을 압도적인 작화와 연출로 완벽하게 재해석했다.",다산코믹스,2026-04-13,https://image.aladin.co.kr/product/39058/87/coversum/k022137645_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=390588755,총 2권 포함 (대표작: 통제구역관리부 2),어둡고 거친 스릴러,dark and gritty thriller
역대급 영지 설계사,드라마/성장,"이현민 (지은이), 문백경 (원작), 김현수 (그림)",2415,규칙도 패턴도 없는 헬 나이트에 고전하는 하비엘. 로이드까지 나서보지만 지옥의 존재는 한없이 강하기만 하고. 점점 지쳐가는 그때 떠오르는 메시지. 뭐…? 노래하라고…?,문페이스,2026-03-19,https://image.aladin.co.kr/product/38722/40/coversum/k642136742_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387224081,총 3권 포함 (대표작: 역대급 영지 설계사 8),역동적인 액션,dynamic and colorful action
헌터는 조용히 살고 싶다,판타지,"MAGMA (글), 백삼 (원작), 리공, 오로라 스튜디오 (그림)",2410,"압도적인 스케일의 배경과 밀도 높은 감정선으로 호평받은 BL 웹툰 『헌터는 조용히 살고 싶다』가 북극여우에서 출간되었다. 죽음에서 돌아온 전설적인 영웅이 정체를 숨긴 채 해장국집 알바생으로 살아간다는 설정은 먼치킨물 특유의 카타르시스를 선사하며, 인물 간의 유쾌한 케미스트리로 다음 이야기에 대한 궁금증을 자극한다.",북극여우,2026-04-29,https://image.aladin.co.kr/product/38724/95/coversum/k782136848_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387249504,총 3권 포함 (대표작: 헌터는 조용히 살고 싶다 1 - 만화),따뜻하고 포근한 힐링,warm and cozy healing
장례식 케이크 전문점 연옥당,드라마/성장,산호 (지은이),2385,고인을 애도하기 위해 그리움과 사랑을 담아 세상에 단 하나뿐인 장례식 케이크를 만드는 ‘연옥당’. 소중한 사람을 삶과 죽음의 경계로 떠나보낸 이들은 연옥당을 찾아가 고인이 생전에 좋아했던 것이나 함께한 추억을 연옥당의 주인인 마고에게 들려준다.,문학동네,2025-10-15,https://image.aladin.co.kr/product/28492/21/coversum/8954683630_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=284922100,총 3권 포함 (대표작: 장례식 케이크 전문점 연옥당 1 - 양장),화려하고 우아한 판타지,elegant and ornate fantasy
쿠베라,스릴러/범죄,카레곰 (지은이),2358,"네이버 베스트 도전 연재시절부터 별점 9.9로 항상 1위를 했던 전설의 웹툰 쿠베라가 100회 연재를 맞이하며 드디어 단행본 1권이 출간되었다. 인도신화를 이름을 빌려 독창적이고 거대하면서도 정교한 세계관을 가진 환타지 웹툰 쿠베라. 신, 인간, 수라라는 세 종족 사이에 벌어지는 정복, 사랑, 음모, 복수의 대서사시는 주인공인 쿠베라를 거쳐가며 한올한올 그 타래가 풀어진다.",길찾기,2016-12-22,https://image.aladin.co.kr/product/1487/9/coversum/8960522007_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=14870910,총 8권 포함 (대표작: 쿠베라 1),어둡고 거친 스릴러,dark and gritty thriller
무림세가 천대받는 손녀 딸이 되었다,"무협/사극, 스릴러/범죄","열매 (지은이), 마루별 (원작), 시요 (그림)",2350,"백리 부녀 일행은 만신의를 찾기 위해 여정을 떠나던 중, 어린아이 실종 사건을 조사하던 무림맹 일행과 영종문의 부문주를 만난다. 함께 길을 나선 ‘남궁완’은 백리연의 단전을 치료하려면 여정을 서둘러야 한다고 말하지만, ‘백리연’은 오히려 아버지 ‘백리의강’을 설득해 실종 사건 해결에 나서기로 한다.",북극여우,2026-06-24,https://image.aladin.co.kr/product/39172/10/coversum/k622138167_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391721043,"총 5권 포함 (대표작: 무림세가 천대받는 손녀 딸이 되었다 3 (한정판) - 만화, 초판 한정 북마크 1종 + 작가 선화 일러스트 및 사인 인쇄 + 엽서 2종 + 포토카드 1종 + 투명 포토카드 1종 + 렌티큘러 엽서 1종)",역동적인 액션,dynamic and colorful action
양말 도깨비 나날,음악/스포츠,만물상 (지은이),2348,"다음카카오 만화속세상에서 연재했던 만물상 작가의 데뷔작 《양말도깨비》의 외전 격이다. 이야기는 수진의 어린 여동생 ‘수영’이 주인공으로, 함박눈 마을행 열차 안에서 늑대 가면을 쓴 이상한 사내를 만나며 시작된다.",재미주의,2016-09-02,https://image.aladin.co.kr/product/9115/73/coversum/8901213281_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=91157312,총 1권 포함 (대표작: 양말 도깨비 나날),화려하고 우아한 판타지,elegant and ornate fantasy
장르를 바꿔보도록 하겠습니다,"판타지, 스릴러/범죄","가린 (지은이), KEN (원작)",2248,"좋아했던 장르 소설 속에 빙의했다. 하필이면 어린 주인공을 학대하는 악역 이모로. 복수극의 주인공으로 자라날 조카가 안쓰러워 원작대로 삼촌이 나타나 조카를 데려갈 때까지만이라도 살뜰히 보살피려 노력했다. 그랬더니… “어, 엄마!” 졸지에 애엄마가 되어버렸다. “사정이 어떻게 되신 건지는 모르겠습니다만, 모자지간을 어떻게 찢어두겠습니까? 숙녀분도 함께 빈터발트로 가시지요.” 야, 김루카! 이 오해는 어떻게 풀어줄 건데!",연담,2026-03-19,https://image.aladin.co.kr/product/38327/77/coversum/k652034345_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=383277748,총 4권 포함 (대표작: 장르를 바꿔보도록 하겠습니다 9 (특별판) - 라스트 레터 1종 + 인생 필름 3종 + 렌티큘러 카드 3종),빈티지하고 고전적인 화풍,vintage and retro style
