title,genres,overview,keywords,director,cast,runtime,popularity,vote_average,vote_count,release_date,poster_url,movie_id
포레스트 검프,"로맨스, 코미디/힐링","불편한 다리, 남들보다 조금 떨어지는 지능을 가진 포레스트 검프는 헌신적인 어머니의 보살핌과 첫사랑 제니와의 만남으로 편견과 괴롭힘 속에서도 따뜻한 마음을 지니고 성장한다. 또래들의 괴롭힘을 피해 도망치던 포레스트는 누구보다 빠르게 달릴 수 있는 자신의 재능을 깨닫는다. 그의 재능을 알아 본 대학에서 그를 미식축구 선수로 발탁하고, 졸업 후에도 뛰어난 신체능력으로 군에 들어가 무공훈장을 수여받는 등 탄탄한 인생 가도에 오르게 된 포레스트. 하지만 어머니가 병에 걸려 죽음을 맞이하고, 첫사랑 제니 역시 그의 곁을 떠나가며 다시 한 번 인생의 전환점을 맞이하게 되는데...","new year's eve, vietnam war, vietnam veteran, mentally disabled, friendship",로버트 저메키스,"톰 행크스, 로빈 라이트, 게리 시나이즈",142,25.7972,8.465,29720,1994-06-23,https://image.tmdb.org/t/p/w500/l8wvbQQIBV8LBHmx3Wx9xbE2kzt.jpg,13
주토피아,"액션, 코미디/힐링","어릴 적부터 경찰이 꿈이었던 토끼 주디 홉스는 주변의 만류에도 불구하고 경찰학교에 들어가 당당히 수석으로 졸업한다. 온갖 동물들이 모여 살며 교양 있고 세련된 라이프 스타일을 주도하는 대도시 주토피아에 자원한 주디는 의욕을 안고 출근하지만, 상사는 작은 토끼라는 이유로 주차관리 같은 소일거리만 시킨다. 따분하게 업무를 보던 주디는 아이스크림 불법 판매를 일삼는 사기꾼 여우 닉 와일드를 알게 되고, 그와 함께  48시간 안에 주토피아에서 벌어지고 있는 연쇄 실종사건을 추적해야만 하는데...","sheep, allegory, lion, hippopotamus, cartoon",바이런 하워드,"지니퍼 굿윈, 제이슨 베이트먼, 이드리스 엘바",108,25.6891,7.76,18051,2016-02-11,https://image.tmdb.org/t/p/w500/uitqZVbhvlQV5iLOdbk3itGoNNd.jpg,269149
아이언맨 2,"액션, SF/미래","세계 최강의 무기업체를 이끄는 CEO이자, 타고난 매력으로 화려한 삶을 살아가던 토니 스타크. 기자회견을 통해 자신이 아이언맨이라고 정체를 밝힌 이후, 정부로부터 아이언맨 수트를 국가에 귀속시키라는 압박을 받지만 이를 거부한다. 스타크 인더스트리의 운영권까지 수석 비서였던 페퍼 포츠에게 일임하고 히어로로서의 인기를 만끽하며 지내던 토니 스타크. 하지만 그 시각, 아이언맨의 수트 기술을 스타크 가문에 빼앗긴 후 쓸쓸히 돌아가신 아버지의 복수를 다짐해 온 위플래시는 수트의 원천 기술 개발에 성공, 치명적인 무기를 들고 직접 토니 스타크를 찾아 나선다.","technology, superhero, malibu, based on comic, sequel",존 파브로,"로버트 다우니 주니어, 기네스 팰트로, 돈 치들",125,25.5837,6.852,22346,2010-04-28,https://image.tmdb.org/t/p/w500/ebJbC9OYAZJxy7bRUGryR72hfa2.jpg,10138
월드워 Z,"액션, 스릴러/범죄","세계 곳곳에서 원인을 알 수 없는 이변이 일어나기 시작하고, 정체 불명의 존재들의 무차별적 공격으로 도시는 순식간에 아수라장으로 변한다. 군인 출신으로 전시 경험이 풍부하고 위기 대처 능력이 뛰어난 전직 UN 소속 조사관 제리는 위험한 상황에서 가까스로 가족들과 탈출하는데 성공하고 이제껏 본 적 없는 인류 최대의 위기 앞에 대재난에 맞설 최후의 적임자로 지목된다. 마침내 제리는 전 세계를 위협하는 거대한 정체들과 직면하게 되고, 그들의 끊임없는 공격에 맞서 필사의 사투를 벌이게 되는데...","philadelphia, pennsylvania, new jersey, based on novel or book, dystopia, jerusalem",마크 포스터,"브래드 피트, Mireille Enos, דניאלה קרטס‎",115,25.5794,6.83,16525,2013-06-19,https://image.tmdb.org/t/p/w500/cnUlKvIXbTmDnyp6pIGIMgdl332.jpg,72190
스파이더맨: 어크로스 더 유니버스,"액션, SF/미래","여러 성장통을 겪으며 새로운 스파이더맨이 된 마일스 모랄레스. 그 앞에 다른 평행세계의 스파이더우먼 그웬이 다시 나타난다. 모든 차원의 멀티버스 속 스파이더맨들을 만나게 되지만, 질서에 대한 신념이 부딪히며 예상치 못한 균열이 생기는데… 상상 그 이상을 넘어서는 멀티버스의 세계가 열린다!","new york city, hero, double life, sacrifice, secret identity",저스틴 톰슨,"셔믹 무어, 헤일리 스타인펠드, 브라이언 타이리 헨리",140,25.5207,8.335,8584,2023-05-31,https://image.tmdb.org/t/p/w500/lMWTlGr9jVUC18T515hPRKym5QQ.jpg,569094
마이크 & 닉 & 닉 & 앨리스,"스릴러/범죄, SF/미래",갱스터 둘과 그들이 사랑하는 여자가 위험천만한 하룻밤을 무사히 보내기 위해 고군분투하는 유쾌하고 개성 넘치는 청불 액션 코미디. 죽을 위기에 처한 것도 모자라 그들 앞에 타임머신이란 엄청난 변수가 등장한다.,"love triangle, hitman, gangster, time travel, time machine",BenDavid Grabinski,"제임스 마스던, 빈스 본, 에이사 곤살레스",107,25.43,6.772,324,2026-03-14,https://image.tmdb.org/t/p/w500/7F0jc75HrSkLVcvOXR2FXAIwuEv.jpg,1115544
백룸,"스릴러/범죄, 공포/호러",존재해서는 안 될 미지의 공간 ‘백룸’ 속으로 사라진 사람들의 극한 상황을 그린 공간 스릴러,"monster, found footage, 1990s, other dimension, based on web series",케인 파슨스,"레나테 레인스베, 치웨텔 에지오포, 마크 듀플래스",111,25.3205,9.0,3,2026-05-27,https://image.tmdb.org/t/p/w500/c3Cb7h4ecFsGfUM02KF638kbbtC.jpg,1083381
토이 스토리,"액션, 코미디/힐링","카우보이 인형 우디는 꼬마 주인인 앤디의 가장 사랑받는 장난감이다. 그러나 어느날 버즈라는 새로운 장난감이 등장한다.  버즈는 최신형 장난감으로 레이저 빔 등의 첨단장비를 갖추고 있으나, 버즈는 자신이 장난감임을 인식하지 못하고 자신이 우주에서 온 전사이며 자신이 갖춘 장비로 하늘을 날 수 있다고 믿고 있다. 버즈의 허상을 상처받지 않고 인식시켜 주려는 우디와 친구들. 그러나 뜻밖의 사고가 일어난다. 옆집 개에게 버즈가 납치당하고 이런 버즈를 구하기 위해 우디와 친구들은 구조대를 조직해 버즈를 구하러 가는데...","rescue, friendship, mission, jealousy, villain",존 라세터,"톰 행크스, 팀 앨런, 돈 리클리스",81,25.2787,7.974,19850,1995-11-22,https://image.tmdb.org/t/p/w500/iJbm78MxPjLutWUYixbeege8EVe.jpg,862
비키퍼,"액션, 스릴러/범죄","법 위에 있는 비밀 기관 '비키퍼' 그곳의 전설로 남은 탑티어 에이전트 '애덤 클레이'는 기관의 눈을 피해 자취를 감추고 양봉가로 살아간다. 그러던 어느 날, 거대 보이스 피싱 조직으로부터 유일한 친구 '엘로이즈'를 잃게 된 그는 피의 복수를 위해 잠재웠던 진짜 모습을 드러내기 시작하는데....","massachusetts, secret government organization, government conspiracy, hand to hand combat, vengeance",데이비드 에이어,"제이슨 스타뎀, 에미 레이버램프먼, 조쉬 허처슨",106,25.2608,7.249,4198,2024-01-08,https://image.tmdb.org/t/p/w500/ekHemOB84SoKi6fqG0ciwvKWM2i.jpg,866398
말레나,드라마/성장,"무솔리니 정권의 이탈리아, 한 시골마을에 사는 주인공 소년 레나토(주세페 술파로)는 마을에서 가장 아름다운 여인 말레나(모니카 벨루치)에 한눈에 반한다. 레나토의 라틴어 선생(피에트로 노타리안니)의 딸인 말레나는 전쟁으로 남편을 잃고 혼자 살고 있었다. 레나토는 빼어난 미모 때문에 온 마을 사내들의 정욕에 찬 시선과 아낙네들의 따돌림을 감내해야 하는 말레나를 늘 안타깝게 지켜본다.  어느 날 말레나의 남편 스코르디아(가에타노 아로니카)의 전사소식이 전해지고, 독일군이 점령한 마을에서 생계를 잃은 말레나는 창녀가 된다.","prostitute, jealousy, sicily, italy, widow, world war ii",주세페 토르나토레,"모니카 벨루치, Giuseppe Sulfaro, Luciano Federico",108,25.1018,7.466,2601,2000-10-27,https://image.tmdb.org/t/p/w500/d5JdpKKyG8bLCBQsAfFskPhuj19.jpg,10867
컨저링,"스릴러/범죄, 공포/호러","1971년 로드 아일랜드, 해리스빌. 페론 가족은 꿈에 그리던 새 집으로 이사를 간다. 물론 1863년에 그 집에서 일어난 끔찍한 살인 사건을 전혀 몰랐다. 또한 그 이후에 일어난 많은 무서운 사건에 대해서도 알지 못했다. 이 가족은 그 집에서 겪은 일이 너무 무서워서 한 마디라도 외부에 언급하는 것을 거절했었다. 지금까지는…","sibling relationship, 1970s, cellar, exorcism, haunted house",제임스 완,"베라 파미가, 패트릭 윌슨, 릴리 테일러",112,24.9711,7.538,12691,2013-07-18,https://image.tmdb.org/t/p/w500/pWpTToZ32bG09PaZ1rvYG5mpOyV.jpg,138843
아바타,"액션, SF/미래","가까운 미래, 지구는 에너지 고갈 문제를 해결하기 위해 머나먼 행성 판도라에서 대체 자원을 채굴하기 시작한다. 하지만 판도라의 독성을 지닌 대기로 인해 자원 획득에 어려움을 겪게 된 인류는 판도라의 토착민 나비의 외형에 인간의 의식을 주입, 원격 조종이 가능한 새로운 생명체를 탄생시키는 프로그램을 개발한다. 한편 하반신이 마비된 전직 해병대원 제이크 설리는 아바타 프로그램에 참가할 것을 제안받는다. 그 곳에서 자신의 아바타를 통해 자유롭게 걸을 수 있게 된 제이크는 자원 채굴을 막으려는 나비의 무리에 침투하라는 임무를 부여받는데...","paraplegic, attachment to nature, culture clash, indigenous, space travel",제임스 카메론,"샘 워싱턴, 조 샐다나, 시고니 위버",162,24.9524,7.604,33945,2009-12-16,https://image.tmdb.org/t/p/w500/m5lCha2XcbDowDoYHPc0DTNaCPU.jpg,19995
해리 포터와 비밀의 방,"판타지, 액션","해리 포터에겐 이번 여름방학이 별로 즐겁질 못했다. 마법이라면 질색을 하는 페투니아 이모와 버논 이모부의 구박도 그렇지만, 무엇보다 속상한 건 단짝이었던 론 위즐리와 헤르미온느 그레인저가 그 사이 자신을 까맣게 잊었는지 자신의 편지에 답장 한 통 없다는 것.  그러던 어느날 꼬마 집요정 도비가 해리의 침실에 나타나 뜻밖의 얘기를 한다. 호그와트 마법학교로 돌아가면 무서운 일을 당할 거라는 것. 도비는 해리를 학교에 못 가게 하려고 자신이 여태까지 론과 헤르미온느의 답장을 가로채 왔음을 고백한다. 그러나 도비와 더즐리 가족의 방해에도 불구, 해리는 론과 그의 형제들이 타고 온 하늘을 나는 자동차를 타고 이모집을 탈출, 따뜻한 가족애가 넘치는 론의 집으로 가는데...","witch, flying car, elves, magic, sword",크리스 콜럼버스,"다니엘 래드클리프, 루퍼트 그린트, 엠마 왓슨",160,24.9035,7.703,23551,2002-11-13,https://image.tmdb.org/t/p/w500/bo8FuQPWKLqbg3WgAXYISkwrbZ9.jpg,672
브라이드!,"판타지, 공포/호러","1930년대 미국, 죽음에서 깨어난 브라이드와 그녀를 사랑하게 된 프랑켄슈타인. 어느 날, 끔찍한 사건을 저지르고 위험천만한 도주를 시작한다. 세상의 모든 규범을 깨부순 브라이드와 프랑켄슈타인의 파격적인 행보는 미국 전역을 뒤흔들고 그들의 운명은 걷잡을 수 없는 방향으로 치닫는데…","chicago, illinois, new york city, prostitute, based on novel or book, musical",메기 질렌할,"제시 버클리, 크리스찬 베일, 피터 사스가드",126,24.8923,6.2,437,2026-03-04,https://image.tmdb.org/t/p/w500/ftIYdV8IEE4n8odMv7FLam9VDVy.jpg,1159831
워킹맨,"액션, 스릴러/범죄","전직 블랙 옵스 요원이었던 레본 케이드(제이슨 스타뎀)는 평범한 건설 노동자로 살아가며 딸과 함께 조용한 삶을 추구하고 있었으나 그의 상사의 딸이 인신매매 조직에 의해 납치되면서, 다시 과거의 전투 기술을 사용해 그녀를 구하기 위해 나서게 된다. 이 과정에서 시카고의 범죄 조직과 러시아 마피아와 얽히며, 부패와 폭력으로 가득 찬 어두운 세계를 마주하게 되는데...","based on novel or book, kidnapping, vigilante, missing person, black ops",데이비드 에이어,"제이슨 스타뎀, 제이슨 플레밍, Merab Ninidze",116,24.8701,6.686,1903,2025-03-26,https://image.tmdb.org/t/p/w500/pPokyKVPve6HNSgVliOlrMwU1lM.jpg,1197306
스타브라이트,액션,어려운 현실을 살아가는 한 여성이 마법 같은 세계로 도피하면서 소원을 이루는 비밀을 발견하게 되는 판타지 어드벤처.,"fairy tale, condescending, disgusted",Francesco Lucente,"존 라이스 데이비스, 테드 러바인, 엘리자베스 룀",148,24.7925,6.194,18,2026-02-27,https://image.tmdb.org/t/p/w500/m1Zl07DNYeSyNcz9hf8hDsS2oB5.jpg,662707
인사이드 아웃,"액션, 코미디/힐링","모든 사람의 머릿속에 존재하는 감정 컨트롤 본부. 그곳에서 불철주야 열심히 일하는 기쁨, 슬픔, 버럭, 까칠, 소심 다섯 감정들. 정든 옛 동네를 떠나 도시로 이사하는 라일리 가족. 이사 후 새로운 환경에 적응해야 하는 라일리를 위해 그 어느 때 보다 바쁘게 감정의 신호를 보내지만 우연한 실수로 기쁨과 슬픔이 본부를 이탈하게 되자 라일리의 마음 속에 큰 변화가 찾아온다. 라일리가 예전의 모습을 되찾기 위해서는 기쁨과 슬픔이 본부로 돌아가야만 한다. 그러나 엄청난 기억들이 저장되어 있는 머릿속 세계에서 본부까지 가는 길은 험난하기만 한데...","dreams, san francisco, california, minnesota, sadness, cartoon",피트 닥터,"에이미 폴러, 필리스 스미스, 리처드 카인드",102,24.7302,7.9,23424,2015-06-17,https://image.tmdb.org/t/p/w500/rMXHvHzpuYZXrJUhRVJ3TvDSwe5.jpg,150540
더 러닝 맨,"액션, 스릴러/범죄",실직한 가장 ‘벤 리처즈’가 거액의 상금을 위해 30일간 잔인한 추격자들로부터 살아남아야 하는 글로벌 서바이벌 프로그램에 참가하며 펼쳐지는 추격 액션 블록버스터,"based on novel or book, game show, survival, on the run, media manipulation",에드가 라이트,"글렌 파월, 윌리엄 H. 메이시, 리 페이스",133,24.7178,6.774,1536,2025-11-11,https://image.tmdb.org/t/p/w500/klfSEbFOquMFjBQJ5uKAfp0rrsK.jpg,798645
듄: 파트 2,"액션, SF/미래",황제의 모략으로 멸문한 가문의 유일한 후계자 폴. 어머니 레이디 제시카와 간신히 목숨만 부지한 채 사막으로 도망친다. 그곳에서 만난 반란군들과 숨어 지내다 그들과 함께 황제의 모든 것을 파괴할 전투를 준비한다. 한편 반란군들의 기세가 높아질수록 불안해진 황제와 귀족 가문은 잔혹한 암살자 페이드 로타를 보내 반란군을 몰살하려 하는데…,"based on novel or book, sandstorm, chosen one, distant future, creature",드니 빌뇌브,"티모시 샬라메, 젠데이아, 레베카 퍼거슨",167,24.6812,8.128,7936,2024-02-27,https://image.tmdb.org/t/p/w500/8AsDR2o5AC3V8Jmj6JH6cpta7dz.jpg,693134
바비,"판타지, 액션","원하는 무엇이든 될 수 있는 바비랜드에서 살아가던 바비가 현실 세계와 이어진 포털의 균열을 발견하게 되고, 이를 해결하기 위해 켄과 예기치 못한 여정을 떠나면서 펼쳐지는 이야기","feminism, satire, patriarchy, social satire, based on toy",그레타 거윅,"마고 로비, 라이언 고슬링, 아메리카 페레라",114,24.6609,6.925,11081,2023-07-19,https://image.tmdb.org/t/p/w500/h3mUJ9WEJ8PzA450ad4hrjsaiqG.jpg,346698
리마인더스 오브 힘,"로맨스, 드라마/성장","한순간의 비극적인 사고로 남자친구 ‘스코티’와 모든 것을 잃은 ‘케나 로완’. 수년 간의 수감 생활을 마치고 출소한 그녀는, 수감 도중 출산했지만 한 번도 품에 안아보지 못한 딸 ‘디엠’을 만나기 위해 고향으로 돌아온다. 하지만 사고로 아들을 잃은 ‘스코티’의 부모는 ‘케나’를 여전히 모든 비극의 원인으로 여기며 냉정하게 외면한다. 그런 그녀 앞에 ‘스코티’의 오랜 친구이자 ‘디엠’을 돌보고 있는 ‘레저’가 나타나고, 두 사람은 함께 시간을 보내며 점차 가까워진다. ‘레저’를 향한 감정이 깊어지면서 혼란에 빠진 ‘케나’는 이제 자신이 내린 선택과 과거의 실수를 진정으로 용서받을 방법을 찾아야만 하는데…","wyoming, usa, based on novel or book, loss of loved one, release from prison, mistake",Vanessa Caswill,"마이카 먼로, 타이리크 위더스, 루디 팬코",115,24.5668,7.507,227,2026-03-11,https://image.tmdb.org/t/p/w500/dnuiFWiogHw1fmIDdwkVkLkzzFM.jpg,1367642
에이리언,"공포/호러, SF/미래","2122년, 2천만톤의 광물과 7명의 승무원을 태우고 지구로 귀환중인 화물선 노스트로모호의 메인 컴퓨터 마더는 어떤 위성에서 나오는 알 수 없는 신호를 포착하게 된다. 마더에 의해 동면중 깨어난 승무원들은 이 신호를 조사하기 위해 혹성 LA-426에 착륙한다. 이들 중엔 2등 항해사인 엘렌 리플리도 있다. 혹성에서 정체 불명의 우주선을 발견한 그들은 탐사에 나서지만, 우주선은 이미 오래전에 파괴되어 썩고 있었으며 승무원들은 모두 미이라로 변해 있다. 사고 원인을 찾기 위해 좀 더 안으로 들어간 조사반은 여기저기 계란 모양의 물체가 있는 산란실을 발견하는데...","android, spacecraft, space marine, biology, dystopia",리들리 스콧,"톰 스커릿, 시고니 위버, Veronica Cartwright",117,24.5488,8.171,16332,1979-05-25,https://image.tmdb.org/t/p/w500/k3m1RdlYUlCx51PxxNMlmbm7QSk.jpg,348
트로이,"무협/사극, 액션","고대 그리스 시대, 가장 잔인하고 불운한 사랑에 빠지고 만 비련의 두 주인공 트로이의 왕자 파리스와 스파르타의 왕비 헬레네. 사랑에 눈 먼 두 남녀는 트로이로 도주하고, 파리스에게 아내를 빼앗긴 스파르타의 왕 메넬라오스는 미케네의 왕이자 자신의 형인 아가멤논에게 복수를 부탁한다. 아가멤논은 그리스 도시 국가들을 규합해 트로이로부터 헬레네를 되찾기 위한 전쟁을 일으킨다. 그러나 전쟁의 명분은 동생의 복수였지만, 진짜 이유는 모든 도시 국가들을 통합하여 거대한 그리스 제국을 건설하려는 야심이었다.","adultery, sibling relationship, hostility, bravery, mythology",볼프강 페터젠,"브래드 피트, 올랜도 블룸, 에릭 배너",163,24.5413,7.2,11027,2004-05-13,https://image.tmdb.org/t/p/w500/1TsdNMKodmOKyo4xPacxq7opo3p.jpg,652
